policy_name,bootstrap_replicates,test_utility_mean,test_utility_std,test_utility_ci_95_low,test_utility_ci_95_high
M3UTR_I,1000,-0.25712979894191484,0.02768505498400555,-0.3113208950215433,-0.20527548211331093
