Metric,Point_Estimate,Mean,Median,Std_Dev,CI_95_Low,CI_95_High,Crosses_Zero
GROUND_TRUTH_ORACLE_CEILING,0.8262455701480093,0.8265167162024764,0.8265868357292678,0.0085763934988869,0.8080805722962585,0.8419240998507131,NO
HINDSIGHT_GRID_SCORE_POLICY_CEILING,-0.3892172190952679,-0.3876305373131838,-0.3872935460329418,0.032486652982167505,-0.45050018598984487,-0.3278787154898328,NO
PATIENT_ADAPTIVE_THRESHOLD_CEILING,0.7782572441109026,0.7786082410389431,0.7788412454452331,0.008886159218246275,0.7607267392552581,0.7953384985738142,NO
FROZEN_MODEL_UTILITY,-0.25754638315613926,-0.25668969681578535,-0.25539522144876614,0.027406016321834033,-0.3114314449917898,-0.20378410030373287,NO
REALISTIC_ACHIEVABLE_UTILITY,-0.3892172190952679,-0.3876305373131838,-0.3872935460329418,0.032486652982167505,-0.45050018598984487,-0.3278787154898328,NO
