iteration,GROUND_TRUTH_ORACLE_CEILING,HINDSIGHT_GRID_SCORE_POLICY_CEILING,PATIENT_ADAPTIVE_THRESHOLD_CEILING,FROZEN_MODEL_UTILITY,REALISTIC_ACHIEVABLE_UTILITY
46,0.8281580059146598,-0.39811470215462613,0.7841677228559358,-0.2468472750316857,-0.39811470215462613
47,0.8270055770055771,-0.4049924924924925,0.781166881166881,-0.24794079794079796,-0.4049924924924925
48,0.832985800814219,-0.3345348028994142,0.7836411478502631,-0.22630324694667858,-0.3345348028994142
49,0.8403514411228972,-0.39619629272474016,0.7974016929176042,-0.2573824065145184,-0.39619629272474016
50,0.8265455304928988,-0.41080304928989136,0.7834325396825397,-0.3015403091060986,-0.41080304928989136
51,0.8486821705426356,-0.42801033591731263,0.7965426356589147,-0.29798966408268734,-0.42801033591731263
52,0.8093642088157627,-0.3449421084704449,0.7558653260207191,-0.21680885638838104,-0.3449421084704449
53,0.8171511028653886,-0.3877035662749948,0.7693362193362193,-0.23630179344465058,-0.3877035662749948
54,0.8181235991034261,-0.3918667947486391,0.7728306115914185,-0.29646707225957947,-0.3918667947486391
55,0.8217418546365914,-0.39931077694235584,0.7753393901420217,-0.25619256474519636,-0.39931077694235584
56,0.8343489742027219,-0.43228722323786306,0.7930784074751167,-0.26964249441397525,-0.43228722323786306
57,0.8255911278510148,-0.426412429378531,0.7799748901443816,-0.26943921322452397,-0.426412429378531
58,0.8178982467462622,-0.43008497364741316,0.7786436484887598,-0.29261051952242656,-0.43008497364741316
59,0.8256426804345488,-0.3580778745831989,0.778272561041196,-0.25139830052705175,-0.3580778745831989
60,0.8119888290444843,-0.3862706961899062,0.7663325354079393,-0.2486784360662278,-0.3862706961899062
61,0.8340820604971547,-0.4044124987521214,0.7862234201856843,-0.219486872317061,-0.4044124987521214
62,0.8372068343415048,-0.37592592592592594,0.7927995330574126,-0.22662633980685556,-0.37592592592592594
63,0.8336038082873526,-0.4230877420750839,0.7844422806448123,-0.27631180352699336,-0.4230877420750839
64,0.8199705387205386,-0.37901409932659924,0.7724221380471381,-0.26696127946127945,-0.37901409932659924
65,0.8262188742414731,-0.35447269303201506,0.7805555555555554,-0.24981167608286248,-0.35447269303201506
66,0.8410033167495854,-0.4337686567164179,0.7935012437810945,-0.2548818407960199,-0.4337686567164179
67,0.8318602693602695,-0.3614478114478114,0.7889888468013468,-0.23191287878787878,-0.3614478114478114
68,0.8192673547864805,-0.29025500910746804,0.7737350738716859,-0.1808186601902449,-0.29025500910746804
69,0.8379450879450879,-0.40175353925353924,0.7872372372372373,-0.26868296868296865,-0.40175353925353924
70,0.8071413955391855,-0.3370165745856354,0.761975649682832,-0.23991712707182322,-0.3370165745856354
71,0.8389165284687673,-0.40242675511332227,0.790906578220011,-0.27604201216141516,-0.40242675511332227
72,0.8411959445478998,-0.42613283674736185,0.7875698324022345,-0.2643182288433685,-0.42613283674736185
73,0.82940202772605,-0.35738671632526375,0.7840575212083593,-0.23902855369335818,-0.35738671632526375
74,0.8050087489063867,-0.3726979440069991,0.7559656605424322,-0.26166885389326333,-0.3726979440069991
75,0.8315938247445096,-0.39161230702326594,0.7850130463144162,-0.25233746466623175,-0.39161230702326594
76,0.8259532595325952,-0.381339688396884,0.7792742927429275,-0.22375461254612547,-0.381339688396884
77,0.8416772285593578,-0.4635667511618081,0.791624419095902,-0.30033798056611744,-0.4635667511618081
78,0.8471086890705419,-0.39087193460490466,0.7932283782420022,-0.291891210011101,-0.39087193460490466
79,0.8340971585701191,-0.3709288114879315,0.78401059170995,-0.24862002240554024,-0.3709288114879315
80,0.8172348484848485,-0.36731376262626264,0.7705281986531987,-0.2460753367003367,-0.36731376262626264
81,0.8386674718196457,-0.3705012077294686,0.7927334943639291,-0.25506239935587766,-0.3705012077294686
82,0.829813284358739,-0.3311498826650342,0.7763238445056626,-0.23243036424854607,-0.3311498826650342
83,0.8392549526270456,-0.372588285960379,0.7964631782945737,-0.2742786391042205,-0.372588285960379
84,0.8188520273828331,-0.344333859926277,0.7679410215903107,-0.22240652975250128,-0.344333859926277
85,0.8294498381877022,-0.4015857605177994,0.7805825242718447,-0.2584573894282632,-0.4015857605177994
86,0.8325995807127883,-0.46770964360587003,0.7894182389937107,-0.33304507337526207,-0.46770964360587003
87,0.8122817827069213,-0.36873074553296364,0.760731156294927,-0.25617683302526184,-0.36873074553296364
88,0.8196785960761116,-0.37609188602977417,0.7754165434289657,-0.2624174307404121,-0.37609188602977417
89,0.822488234090444,-0.3821618579905873,0.7720994475138122,-0.2635256803765091,-0.3821618579905873
90,0.8218257901112211,-0.3831406232793745,0.7790441581323644,-0.25059464816650145,-0.3831406232793745
91,0.8345040442741591,-0.40571519795657723,0.7831630481055768,-0.2391922094508301,-0.40571519795657723
92,0.8370586329770002,-0.4446819997840406,0.7916585681891803,-0.30858978512039736,-0.4446819997840406
93,0.8416299096828398,-0.42473745011552194,0.7875656374711196,-0.28339109430791853,-0.42473745011552194
94,0.8303872053872055,-0.3573179713804714,0.7870475589225588,-0.23581123737373738,-0.3573179713804714
95,0.8309957226698498,-0.3975778374614543,0.7824181836267781,-0.28747637521137964,-0.3975778374614543
96,0.836267961951022,-0.3859087229305808,0.7890356203197733,-0.2598107670512042,-0.3859087229305808
97,0.8300227601903579,-0.39129422718808193,0.7782122905027933,-0.272899855162425,-0.39129422718808193
98,0.814954051796157,-0.3936246867167919,0.7670791562238931,-0.2706871345029239,-0.3936246867167919
99,0.8099024597116201,-0.3642440627650551,0.7608142493638678,-0.2681297709923664,-0.3642440627650551
100,0.8324819071945508,-0.39819604086845456,0.7791666666666666,-0.2795817369093231,-0.39819604086845456
101,0.8291574162173591,-0.40827783063748807,0.7875568241886034,-0.2629347711174543,-0.40827783063748807
102,0.8147444021968736,-0.416254752851711,0.7653358681875793,-0.288429446556823,-0.416254752851711
103,0.8258198968959086,-0.35986618405177145,0.7787320390479325,-0.2850718438082703,-0.35986618405177145
104,0.8332791327913279,-0.4097127371273712,0.7785420054200541,-0.2794254742547425,-0.4097127371273712
105,0.8198373983739836,-0.36626558265582654,0.763371273712737,-0.2755067750677506,-0.36626558265582654
106,0.8385299474981248,-0.41772741883638703,0.7946533804778741,-0.3037287045965928,-0.41772741883638703
107,0.8187512836311357,-0.40254672417334153,0.7707486136783734,-0.27062025056479766,-0.40254672417334153
108,0.8349443924747947,-0.4130183972560025,0.7839205903752208,-0.2623687766344454,-0.4130183972560025
109,0.8282382912012541,-0.4056829316088575,0.7774495394865766,-0.2499951009210268,-0.4056829316088575
110,0.8213325056900476,-0.39718601282847094,0.7634647217049452,-0.2509828264018208,-0.39718601282847094
111,0.8332258757790671,-0.4420535138620244,0.7723672899204814,-0.26776273372018056,-0.4420535138620244
112,0.8486422157308233,-0.43902953586497884,0.8056042410472791,-0.29481769988099105,-0.43902953586497884
113,0.8106185002736727,-0.3321237000547345,0.7593924466338259,-0.21606458675424192,-0.3321237000547345
114,0.8078018847249616,-0.365790050405435,0.7554843304843305,-0.23149243918474685,-0.365790050405435
115,0.8179297597042514,-0.3665742452248922,0.7737831176833025,-0.22914356130622304,-0.3665742452248922
116,0.822367737241451,-0.36956657312129715,0.7775802931088245,-0.2366282091258705,-0.36956657312129715
117,0.8353117313656294,-0.3624959897337183,0.7829323067051652,-0.24319324136455994,-0.3624959897337183
118,0.8508853681267474,-0.42905664284974626,0.8047685616651133,-0.31619550585067824,-0.42905664284974626
119,0.8224460724460724,-0.36964794464794465,0.7712657712657712,-0.2480514855514856,-0.36964794464794465
120,0.8412548525862974,-0.377289896128423,0.7862868534256636,-0.26882803483370055,-0.377289896128423
121,0.8323952470293933,-0.42552637064832183,0.7884771732332708,-0.25328330206378985,-0.42552637064832183
122,0.8239458294859956,-0.37798296911870316,0.7747563352826511,-0.22404329537293524,-0.37798296911870316
123,0.8234511008704557,-0.3790015360983103,0.770716845878136,-0.2743010752688172,-0.3790015360983103
124,0.8249921309411395,-0.36646731717553244,0.7799916063372153,-0.2450739691532893,-0.36646731717553244
125,0.8277461522243305,-0.46402593295382666,0.7800021083702297,-0.32365591397849464,-0.46402593295382666
126,0.8356191612005565,-0.40645994832041343,0.7891125024845955,-0.2442158616577221,-0.40645994832041343
127,0.8215643951074109,-0.36816219549799567,0.7750642409291808,-0.24983554322129714,-0.36816219549799567
128,0.8176807760141093,-0.3552689594356261,0.7717757936507937,-0.2673004850088183,-0.3552689594356261
129,0.822305063684374,-0.40319975147561354,0.7790255773014393,-0.23247903075489282,-0.40319975147561354
130,0.8070402764280314,-0.4158460209480618,0.7574398013173523,-0.26066839434186373,-0.4158460209480618
131,0.8238914971309338,-0.3410798122065728,0.771997913406364,-0.19868544600938967,-0.3410798122065728
132,0.8210922787193973,-0.3686806863360535,0.7764752040175769,-0.2448577108181628,-0.3686806863360535
133,0.8289012574726861,-0.4419294990723562,0.7785044320758607,-0.2707482993197279,-0.4419294990723562
134,0.8278662917838174,-0.3768509840674789,0.7787722586691659,-0.23935228574403833,-0.3768509840674789
135,0.8304425522968568,-0.3987070324818669,0.7808893093661305,-0.24405550299590037,-0.3987070324818669
136,0.8272428768138967,-0.4113547293718886,0.777783073826925,-0.27015676305476116,-0.4113547293718886
137,0.8208971434777885,-0.39340175953079176,0.7765830346475506,-0.2990442054958184,-0.39340175953079176
138,0.8337858220211161,-0.4025490196078431,0.7773303167420814,-0.27154851684263454,-0.4025490196078431
139,0.8177422537990922,-0.33601736727846854,0.7647276494967437,-0.20618709295441087,-0.33601736727846854
140,0.8212606837606837,-0.34714743589743585,0.7777777777777778,-0.21778846153846154,-0.34714743589743585
141,0.8264530704456767,-0.3708204970219757,0.7797853768741013,-0.2641610186896693,-0.3708204970219757
142,0.8283510125361621,-0.3713811207543126,0.7776867030965391,-0.24883745848066,-0.3713811207543126
143,0.8284768918774683,-0.3753602305475504,0.7802433557476786,-0.2627868502508272,-0.3753602305475504
144,0.8331794398276392,-0.4230583769364933,0.783282035498102,-0.25969016107520265,-0.4230583769364933
145,0.8215040135192228,-0.3828580481622307,0.7733417828474862,-0.27115019011406843,-0.3828580481622307
146,0.8266301035953686,-0.4271480804387568,0.7825512898639041,-0.2884267722933171,-0.4271480804387568
147,0.8395522388059702,-0.4310841625207297,0.7934286898839138,-0.2891117330016583,-0.4310841625207297
148,0.8101105845181674,-0.3659662980516061,0.7665086887835704,-0.2227646129541864,-0.3659662980516061
149,0.8028094634558512,-0.3914026193493874,0.7554446556822982,-0.2710656949725391,-0.3914026193493874
150,0.8261095520216194,-0.3581904167965908,0.7760731732668122,-0.24204344662716976,-0.3581904167965908
151,0.8240119313944817,-0.41509001811015234,0.7676627250452753,-0.2692713326941515,-0.41509001811015234
152,0.8361237950279046,-0.4053069507864029,0.7886960933536277,-0.26808219178082193,-0.4053069507864029
153,0.8176740474765609,-0.35024436465190506,0.7707111510073807,-0.21850688210652303,-0.35024436465190506
154,0.8444237147595356,-0.39933146766169153,0.7996527777777779,-0.2631737147595357,-0.39933146766169153
155,0.8333864965443913,-0.4267410951621478,0.7838437001594897,-0.29945241892610314,-0.4267410951621478
156,0.8405843463425038,-0.4487150778417573,0.7901578161654937,-0.29485497973981656,-0.4487150778417573
157,0.8204254440313921,-0.41921210243700946,0.7723099958694754,-0.2842317224287485,-0.41921210243700946
158,0.8265273820829375,-0.3629787907565686,0.7703492666455629,-0.25476944180647887,-0.3629787907565686
159,0.8196347031963471,-0.4086540552293977,0.77647314633616,-0.3018971515546858,-0.4086540552293977
160,0.8295252999478351,-0.3809494001043297,0.7796713615023474,-0.2666510172143975,-0.3809494001043297
161,0.8312559923298178,-0.3699158410567806,0.786156386491957,-0.2608873974645787,-0.3699158410567806
162,0.821074595722483,-0.3469692227438706,0.7734585289514867,-0.22349504434011477,-0.3469692227438706
163,0.8399076583358427,-0.4030864197530864,0.7899427883167721,-0.2506423767941383,-0.4030864197530864
164,0.8228199380937133,-0.3136620770626534,0.7753815775429608,-0.18232468780019212,-0.3136620770626534
165,0.8233723557198603,-0.3418977202711028,0.768972068186486,-0.2434894228794414,-0.3418977202711028
166,0.8260432378079438,-0.36481146304675716,0.7798491704374056,-0.22495223730517852,-0.36481146304675716
167,0.8176350662589195,-0.3572222222222222,0.7719266055045872,-0.23024974515800203,-0.3572222222222222
168,0.8273953301127214,-0.399597423510467,0.7811694847020935,-0.24531501610305959,-0.399597423510467
169,0.8183068783068782,-0.3305238095238095,0.7689523809523809,-0.23485185185185184,-0.3305238095238095
170,0.8255911278510148,-0.3740636116342331,0.7830299225779452,-0.24322033898305082,-0.3740636116342331
171,0.8155887230514096,-0.3604311774461028,0.7672968490878939,-0.2545494748479823,-0.3604311774461028
172,0.822627037392138,-0.4030254607435816,0.7863002024075849,-0.2777085330776606,-0.4030254607435816
173,0.8297508287883648,-0.41272591166720135,0.7811677895412255,-0.25469468506042137,-0.41272591166720135
174,0.8227988467509426,-0.40029385673098244,0.7719671767575959,-0.28487469505433577,-0.40029385673098244
175,0.8315481986368062,-0.3654873958671427,0.7920588553499947,-0.22287136211186845,-0.3654873958671427
176,0.8372093023255814,-0.38287575366063736,0.7914028854435831,-0.26301141257536603,-0.38287575366063736
177,0.8219569431690643,-0.41576369758187937,0.7727476788082849,-0.26395265789205186,-0.41576369758187937
178,0.8427969010493283,-0.3383200941453368,0.7974011964303226,-0.2466362655683044,-0.3383200941453368
179,0.8276803118908381,-0.36389863547758283,0.7874366471734892,-0.23530701754385966,-0.36389863547758283
180,0.846411383134547,-0.4233783218246495,0.7884180790960451,-0.280743879472693,-0.4233783218246495
181,0.8192872117400419,-0.40190775681341717,0.7783542976939203,-0.25405136268343814,-0.40190775681341717
182,0.8305685967657798,-0.3735524256651017,0.7813875847678664,-0.2621335419926969,-0.3735524256651017
183,0.838983898389839,-0.4144114411441144,0.7967346734673467,-0.25263026302630265,-0.4144114411441144
184,0.8130370370370371,-0.3849827160493827,0.765204938271605,-0.25957037037037034,-0.3849827160493827
185,0.817445861161708,-0.40382513661202185,0.7712811171827564,-0.2348613640963368,-0.40382513661202185
186,0.8253814743176445,-0.39026971846120784,0.7755319148936168,-0.2612185686653772,-0.39026971846120784
187,0.8240558829949792,-0.35992687186203887,0.7752783235101507,-0.22794149748963105,-0.35992687186203887
188,0.8259367238959076,-0.4491631573264226,0.7790735341755749,-0.33444552424144264,-0.4491631573264226
189,0.8362003678459374,-0.3906415665909337,0.779157200043276,-0.2725413826679649,-0.3906415665909337
190,0.8383744855967077,-0.4309927983539094,0.7896244855967078,-0.27643004115226333,-0.4309927983539094
191,0.8251933251933252,-0.354583842083842,0.7827228327228327,-0.25824175824175827,-0.354583842083842
192,0.8235743103260277,-0.33137607676371167,0.7845436702649656,-0.23848544324501147,-0.33137607676371167
193,0.8194697429670107,-0.398264521351953,0.7768720906699049,-0.26245193280712403,-0.398264521351953
194,0.8186650311765307,-0.379868138607789,0.7747674537462946,-0.22641827660226924,-0.379868138607789
195,0.8200858728662687,-0.3582888260550843,0.7724473766886585,-0.21517436380772853,-0.3582888260550843
196,0.8272190596668774,-0.3669671094244149,0.7753636938646425,-0.26974488720219275,-0.3669671094244149
197,0.8184870422830762,-0.3742471933690064,0.7788322316650929,-0.23382646102192842,-0.3742471933690064
198,0.8351119481062984,-0.4401025319104414,0.7805555555555556,-0.29602950408035156,-0.4401025319104414
199,0.8066149870801034,-0.3574108527131783,0.7522015503875968,-0.22656847545219636,-0.3574108527131783
200,0.821743388834476,-0.3683915551202525,0.7691478942213515,-0.25353683752312545,-0.3683915551202525
201,0.8332256675279931,-0.42678725236864773,0.7755813953488372,-0.3092969422911283,-0.42678725236864773
202,0.8199706314243759,-0.3533480176211453,0.7775917767988252,-0.2142437591776799,-0.3533480176211453
203,0.8400084095448334,-0.4248817407757805,0.7900925049931672,-0.2880637023021129,-0.4248817407757805
204,0.823560654344593,-0.39263331208837904,0.7829881028255788,-0.24083280220947523,-0.39263331208837904
205,0.8324708269913749,-0.4034449518011162,0.7809893455098935,-0.21618975139523083,-0.4034449518011162
206,0.821070400158872,-0.3778224605302353,0.7684539767649687,-0.21782345348028997,-0.3778224605302353
207,0.8172318191512048,-0.40672318191512047,0.7622254211985499,-0.2698869695030923,-0.40672318191512047
208,0.8204801359677077,-0.39089653707244526,0.7695134905459953,-0.2676545570427024,-0.39089653707244526
209,0.8194314276788502,-0.42651254816203266,0.7787201916067895,-0.26819223159429345,-0.42651254816203266
210,0.8356290174471993,-0.3618865421895725,0.7794765840220386,-0.26459034792368125,-0.3618865421895725
211,0.8318903318903318,-0.36179138321995463,0.7904091939806226,-0.24217687074829933,-0.36179138321995463
212,0.8261296660117878,-0.3890253219821,0.7877155642872735,-0.2335025103689151,-0.3890253219821
213,0.8231884057971014,-0.38718196457326887,0.7777831454643048,-0.23184111647879763,-0.38718196457326887
214,0.8418803418803418,-0.3977350427350427,0.7934348290598291,-0.25377136752136753,-0.3977350427350427
215,0.8283016910467891,-0.40092333229588134,0.7816267247639797,-0.25739184562713974,-0.40092333229588134
216,0.8292002147074611,-0.4286097691894793,0.7798819108964036,-0.24570048309178746,-0.4286097691894793
217,0.8267234786408827,-0.3771714192068174,0.7781273899268,-0.25885502021195234,-0.3771714192068174
218,0.8341013824884793,-0.4479774705581157,0.7870455709165387,-0.2703686635944701,-0.4479774705581157
219,0.8194444444444444,-0.3469146825396825,0.7689136904761905,-0.23161706349206349,-0.3469146825396825
220,0.8231061774077499,-0.380671189228081,0.7792219138657622,-0.28082536745811487,-0.380671189228081
221,0.825,-0.41300213675213676,0.781255341880342,-0.2550160256410256,-0.41300213675213676
222,0.8333333333333333,-0.4395107033639143,0.7863149847094801,-0.31924566768603463,-0.4395107033639143
223,0.8302358113509192,-0.33029576338928857,0.7833333333333333,-0.2067496003197442,-0.33029576338928857
224,0.8311883311883311,-0.36530459030459034,0.7762012012012012,-0.2150525525525526,-0.36530459030459034
225,0.8281315022888056,-0.41034644194756553,0.7842904702455264,-0.2942883895131086,-0.41034644194756553
226,0.8209813874788495,-0.35989283699943597,0.7771065989847715,-0.2228821206993796,-0.35989283699943597
227,0.8471128608923885,-0.4008584864391951,0.7887248468941382,-0.3021434820647419,-0.4008584864391951
228,0.8167427701674276,-0.4311364789446981,0.7739827498731608,-0.3154236428209031,-0.4311364789446981
229,0.8253496310978967,-0.3754267151194802,0.779049664133906,-0.27832287193040417,-0.3754267151194802
230,0.8216722680517363,-0.33231999185253075,0.7793563499338018,-0.22259395050412464,-0.33231999185253075
231,0.8281283195241129,-0.3842362438920756,0.784746122795836,-0.22092628000849798,-0.3842362438920756
232,0.839471493965876,-0.3893674573449854,0.7889669163545568,-0.27377756970453593,-0.3893674573449854
233,0.829265681866838,-0.3972008135302933,0.782284307428816,-0.29158638407193316,-0.3972008135302933
234,0.8354392298435619,-0.43966105094263946,0.7851634576815082,-0.29883172884075415,-0.43966105094263946
235,0.8423524388942256,-0.4134752908528124,0.7909755576902551,-0.26158608175899245,-0.4134752908528124
236,0.8310402334792579,-0.39787367104440274,0.7870075046904316,-0.2489941630185533,-0.39787367104440274
237,0.823125064122294,-0.37113983789884064,0.7706114701959575,-0.28099928183030676,-0.37113983789884064
238,0.8452193947010158,-0.38654832966802805,0.7938632317520159,-0.24979055398471042,-0.38654832966802805
239,0.8342293906810035,-0.4048934687375547,0.7835225009956193,-0.24515133412982876,-0.4048934687375547
240,0.8288748622382527,-0.4076695721871556,0.7770363691012925,-0.2504207995190863,-0.4076695721871556
241,0.8289473684210527,-0.3689849624060151,0.777156432748538,-0.27279657477025904,-0.3689849624060151
242,0.8131123618928496,-0.38445382530748384,0.7658067542213883,-0.24455909943714826,-0.38445382530748384
243,0.8263520157325468,-0.38452802359882005,0.7768043264503441,-0.22980334316617504,-0.38452802359882005
244,0.8331204767986378,-0.42824074074074064,0.788372711792252,-0.30821626223925075,-0.42824074074074064
245,0.8216233557908246,-0.38722596513741847,0.7688642925890279,-0.2439739065340605,-0.38722596513741847
246,0.8188495758328159,-0.35606765983860955,0.7699203393337472,-0.24198220566935652,-0.35606765983860955
247,0.8198653198653199,-0.3655934343434343,0.7667455808080808,-0.24099326599326595,-0.3655934343434343
248,0.8385987534923705,-0.4008972705781216,0.7934128519234902,-0.2518536428110896,-0.4008972705781216
249,0.8274640760979559,-0.45319267354786474,0.7806263914187411,-0.28338899008297913,-0.45319267354786474
250,0.8267943569148388,-0.38888888888888884,0.7850942230460302,-0.2725465966429822,-0.38888888888888884
251,0.8256172839506174,-0.3833847736625514,0.7817386831275721,-0.24719135802469133,-0.3833847736625514
252,0.8310408740610672,-0.38078724026924204,0.7835381913959614,-0.21441322797775828,-0.38078724026924204
253,0.8185880250223414,-0.3711647304140602,0.7777330950253202,-0.2203306523681859,-0.3711647304140602
254,0.8266998341625207,-0.3735592868988391,0.7751036484245439,-0.27415526533996676,-0.3735592868988391
255,0.8199912510936133,-0.3720199037620297,0.7723206474190726,-0.25810367454068245,-0.3720199037620297
256,0.8312835067801955,-0.36265110900872494,0.7871912120256491,-0.24923262903395352,-0.36265110900872494
257,0.8296498133010394,-0.41021293773337364,0.7800585326470885,-0.2568372186900797,-0.41021293773337364
258,0.8239013266998341,-0.4081364013266998,0.774948175787728,-0.22840485074626865,-0.4081364013266998
259,0.8284436121514773,-0.39013212650853096,0.7788701622971285,-0.27205056179775283,-0.39013212650853096
260,0.8274582560296846,-0.3837920016491445,0.7817511853226139,-0.2058956916099773,-0.3837920016491445
261,0.8200021765153988,-0.36573076504516266,0.7753455218195668,-0.25991402764174554,-0.36573076504516266
262,0.8348063973063973,-0.4329703282828283,0.7905092592592592,-0.2556344696969697,-0.4329703282828283
263,0.8409979913310075,-0.40373189554921235,0.7953377735490009,-0.2717411988582302,-0.40373189554921235
264,0.8331224963103521,-0.41704617330803284,0.7860056925996204,-0.28476702508960566,-0.41704617330803284
265,0.8186807497152325,-0.3479910945428187,0.7757585171378274,-0.26576058817438125,-0.3479910945428187
266,0.828544061302682,-0.4070668369518944,0.7799169859514687,-0.30423052362707537,-0.4070668369518944
267,0.8352528243939892,-0.4287594603487989,0.783163321267961,-0.30478227487111986,-0.4287594603487989
268,0.8160258350994046,-0.4532495710969826,0.771591482490665,-0.3075840145322434,-0.4532495710969826
269,0.815687506545188,-0.32593988899361187,0.7625458163158446,-0.2318724473766887,-0.32593988899361187
270,0.8156401526875063,-0.3727638502011761,0.770045393582998,-0.24032807180439497,-0.3727638502011761
271,0.8172279928653866,-0.37393767705382436,0.7681827720071346,-0.23782918896233343,-0.37393767705382436
272,0.8195211786372008,-0.36805811336198074,0.7666359729895642,-0.25056783302639657,-0.36805811336198074
273,0.8402980239714933,-0.39630709426627797,0.7850934024403412,-0.25887053233992013,-0.39630709426627797
274,0.8177243787225302,-0.3982439926062846,0.7735674676524954,-0.2294413637297186,-0.3982439926062846
275,0.8235058162855997,-0.427286401925391,0.7689279983955074,-0.2847272362615323,-0.427286401925391
276,0.8375738056897477,-0.38947396672034346,0.7946967257112185,-0.27490069779924853,-0.38947396672034346
277,0.8314958927799395,-0.3844682230869001,0.7779561175961953,-0.2529182879377432,-0.3844682230869001
