Feature,Emory_Source_Mean,BIDMC_Target_Mean,Emory_Source_Std,BIDMC_Target_Std,SMD,KS_Statistic,KS_pvalue,Wasserstein_Distance
p_t,0.05234659692218087,0.05395126925049912,0.15143815120504436,0.14695285413023126,0.01075428577311601,0.1381884522729775,0.0,0.005169197094386752
ma_2h,0.04981207146520524,0.051755530495707976,0.1478900363468673,0.14429935820674192,0.013301730564285212,0.13948937568128922,0.0,0.0049098518039960085
ma_6h,0.040366308772821866,0.04389514876046727,0.13256361419170232,0.13404103523142583,0.02647204999632378,0.14192390438681374,0.0,0.004290440196643721
slope_1h,0.0050690508694403716,0.00439147751375501,0.02133011422550458,0.02007784277227522,-0.032711766732279005,0.07734138960893094,0.0,0.001318433541454442
accel_1h,0.00010424979476998558,-8.452659082286965e-06,0.0239962260237049,0.024591289041627575,-0.004638804938010596,0.06975081768160563,4.2409598148575827e-302,0.0010135577954954369
persist_th20,0.46713224557170974,0.6688048047092092,1.9532978867399458,3.5567882677901035,0.07028557944504107,0.011873154634978511,3.6827492607926884e-09,0.23946744148213484
occupancy_6h,0.05917317418999852,0.057616232517648705,0.2200595326212102,0.22029280096820156,-0.007071344172100619,0.0053710988341083565,0.03256156628858198,0.0025361777750406616
volatility_6h,0.008966338041977466,0.008442137205434547,0.026453881872476517,0.021897855929560017,-0.021587191610611327,0.14081430472321493,0.0,0.0018510662725144266
