Framework,Seeds_Evaluated,Mean_BIDMC_Test_Utility,Std_BIDMC_Test_Utility,95_CI
M3 + DANN Framework,"0, 1, 2, 3, 4",-1.2688451115277284,0.0,"[-1.268845, -1.268845]"
