mean,median,std,min,max,p25,p75,pct_ge_1h,pct_ge_3h,pct_ge_6h,pct_ge_12h,pct_late
5.707386363636363,2.0,9.757552552011626,-9.0,68.0,0.0,9.0,56.53409090909091,46.30681818181818,37.64204545454545,19.460227272727273,16.193181818181817
